0.1	0	0.26262	0.26262	72	16.63
0.10975	0	0.28288	0.28288	72	17.725
0.12045	0	0.30614	0.30614	72	18.962
0.13219	0	0.33301	0.33301	72	20.361
0.14508	0	0.36428	0.36428	72	21.952
0.15923	0	0.40096	0.40096	72	23.766
0.17475	0	0.44442	0.44442	72	25.847
0.19179	0	0.49652	0.49652	72	28.248
0.21049	0	0.55984	0.55984	72	31.041
0.23101	0	0.63807	0.63807	72	34.318
0.25354	0	0.73651	0.73651	72	38.208
0.27826	0	0.86304	0.86304	72	42.887
0.30539	0	1.0295	1.0295	72	48.602
0.33516	0	1.254	1.254	72	55.712
0.36784	0	1.5642	1.5642	72	64.736
0.4037	0	2.0008	2.0008	72	76.433
0.44306	0	2.6204	2.6204	72	91.886
0.48626	0	3.4897	3.4897	72	112.56
0.53367	0	4.6666	4.6666	72	140.24
0.5857	0	6.1712	6.1712	72	176.79
0.64281	0	7.9714	7.9714	72	223.78
0.70548	0	9.9985	9.9985	72	282.21
0.77426	0	12.177	12.177	72	352.47
0.84975	0	14.444	14.444	72	434.51
0.9326	0	16.753	16.753	72	527.97
1.0235	0	19.074	19.074	72	632.33
1.1233	0	21.378	21.378	72	746.98
1.2328	0	23.641	23.641	72	871.17
1.353	0	25.834	25.834	72	1004
1.485	7.1811e-06	27.927	27.927	71.8	1144.6
1.6298	0.004347	30.017	29.887	66.4	1291.5
1.7886	0.016189	32.198	31.678	61.7	1443.5
1.963	0.034799	34.464	33.268	57.5	1599
2.1544	0.059398	36.806	34.626	53.7	1756
2.3645	0.089148	39.213	35.727	50.3	1912.8
2.595	0.12315	41.674	36.555	47.2	2067.3
2.848	0.16045	44.175	37.103	44.4	2217.5
3.1257	0.2001	46.698	37.373	41.9	2361.6
3.4305	0.24119	49.226	37.378	39.5	2497.6
3.7649	0.28283	51.741	37.136	37.3	2624
4.132	0.32428	54.222	36.671	35.3	2739.3
4.5349	0.36487	56.646	36.014	33.5	2842.4
4.977	0.40409	58.991	35.194	31.8	2932.5
5.4623	0.44154	61.235	34.241	30.2	3008.8
5.9948	0.47694	63.354	33.186	28.7	3071.1
6.5793	0.51012	65.326	32.053	27.4	3119.2
7.2208	0.541	67.13	30.867	26.1	3153.2
7.9248	0.56956	68.747	29.648	24.9	3173.4
8.6975	0.59586	70.157	28.413	23.8	3180.2
9.5455	0.61996	71.347	27.177	22.8	3174.3
10.476	0.64198	72.304	25.951	21.8	3156.4
11.498	0.66205	73.019	24.743	20.9	3127.2
12.619	0.68029	73.486	23.562	20.1	3087.8
13.849	0.69686	73.705	22.413	19.3	3039
15.199	0.71188	73.677	21.299	18.5	2981.9
16.681	0.72548	73.408	20.224	17.8	2917.5
18.307	0.73779	72.908	19.191	17.2	2846.9
20.092	0.74892	72.19	18.2	16.6	2771
22.051	0.75898	71.27	17.254	16	2690.9
24.201	0.76807	70.167	16.351	15.5	2607.7
26.561	0.77628	68.9	15.492	15	2522.2
29.151	0.78369	67.492	14.678	14.5	2435.3
31.993	0.79038	65.967	13.907	14.1	2348
35.112	0.79641	64.345	13.18	13.7	2260.8
38.535	0.80186	62.65	12.494	13.3	2174.6
42.292	0.80677	60.904	11.849	13	2089.9
46.416	0.8112	59.128	11.245	12.6	2007.2
50.941	0.81519	57.341	10.678	12.3	1927
55.908	0.8188	55.558	10.149	12	1849.6
61.359	0.82205	53.797	9.6556	11.8	1775.3
67.342	0.82498	52.072	9.196	11.5	1704.3
73.907	0.82763	50.391	8.7686	11.3	1636.8
81.113	0.83002	48.765	8.372	11	1572.8
89.022	0.83218	47.201	8.0044	10.8	1512.4
97.701	0.83414	45.705	7.6642	10.6	1455.6
107.23	0.83591	44.28	7.3497	10.5	1402.3
117.68	0.83751	42.93	7.0593	10.3	1352.4
129.15	0.83897	41.655	6.7915	10.1	1305.9
141.75	0.8403	40.455	6.5448	10	1262.5
155.57	0.8415	39.328	6.3177	9.8	1222.3
170.74	0.8426	38.276	6.1089	9.7	1185
187.38	0.8436	37.293	5.917	9.6	1150.5
205.65	0.84452	36.379	5.7407	9.5	1118.6
225.7	0.84536	35.53	5.579	9.4	1089.1
247.71	0.84612	34.743	5.4307	9.3	1062
271.86	0.84683	34.015	5.2948	9.2	1037
298.36	0.84747	33.342	5.1703	9.1	1014
327.45	0.84807	32.721	5.0562	9	992.9
359.38	0.84861	32.149	4.9519	9	973.52
394.42	0.84911	31.623	4.8564	8.9	955.75
432.88	0.84957	31.139	4.7691	8.8	939.45
475.08	0.85	30.694	4.6892	8.8	924.52
521.4	0.85039	30.286	4.6162	8.7	910.85
572.24	0.85075	29.912	4.5495	8.7	898.34
628.03	0.85108	29.569	4.4886	8.6	886.89
689.26	0.85138	29.254	4.4329	8.6	876.43
756.46	0.85166	28.966	4.3821	8.5	866.86
830.22	0.85191	28.703	4.3357	8.5	858.11
911.16	0.85215	28.462	4.2934	8.5	850.12
1000	0.85236	28.242	4.2547	8.4	842.83
