0.1	0.31803	0.54902	0.40622	27	33.224
0.10975	0.34302	0.5912	0.4227	26.3	35.388
0.12045	0.36853	0.63716	0.4392	25.6	37.697
0.13219	0.39439	0.68726	0.45565	25	40.158
0.14508	0.42046	0.7419	0.47201	24.4	42.781
0.15923	0.44657	0.80152	0.48824	23.8	45.574
0.17475	0.47255	0.86661	0.50435	23.2	48.55
0.19179	0.49826	0.93772	0.52031	22.7	51.721
0.21049	0.52357	1.0155	0.53616	22.1	55.099
0.23101	0.54834	1.1006	0.55192	21.6	58.701
0.25354	0.5725	1.1938	0.56762	21.2	62.541
0.27826	0.59596	1.2961	0.58328	20.7	66.635
0.30539	0.6187	1.4084	0.59888	20.2	71
0.33516	0.64073	1.5317	0.61438	19.8	75.647
0.36784	0.66208	1.6674	0.62965	19.4	80.587
0.4037	0.68282	1.8167	0.64449	19	85.825
0.44306	0.70302	1.981	0.65861	18.6	91.358
0.48626	0.72273	2.1619	0.6717	18.1	97.175
0.53367	0.74196	2.361	0.68344	17.7	103.26
0.5857	0.76063	2.58	0.69364	17.3	109.59
0.64281	0.77862	2.8204	0.70225	16.8	116.13
0.70548	0.79576	3.084	0.70944	16.4	122.88
0.77426	0.8119	3.3723	0.71551	15.9	129.8
0.84975	0.82689	3.6868	0.7209	15.5	136.89
0.9326	0.84066	4.0289	0.72602	15	144.15
1.0235	0.85318	4.3997	0.73129	14.5	151.6
1.1233	0.86447	4.8003	0.73703	14	159.24
1.2328	0.8746	5.2315	0.74348	13.5	167.11
1.353	0.88366	5.6941	0.75082	13	175.21
1.485	0.89174	6.1885	0.75916	12.5	183.57
1.6298	0.89893	6.7152	0.76858	12	192.22
1.7886	0.90534	7.2744	0.77911	11.6	201.18
1.963	0.91105	7.8663	0.79079	11.1	210.46
2.1544	0.91615	8.4909	0.80362	10.7	220.09
2.3645	0.92069	9.1479	0.8176	10.3	230.07
2.595	0.92475	9.837	0.83274	9.9	240.42
2.848	0.92838	10.558	0.84904	9.5	251.15
3.1257	0.93162	11.31	0.86648	9.2	262.26
3.4305	0.93454	12.093	0.88507	8.8	273.75
3.7649	0.93715	12.905	0.90479	8.5	285.63
4.132	0.9395	13.746	0.92563	8.2	297.88
4.5349	0.9416	14.614	0.94757	7.9	310.5
4.977	0.9435	15.509	0.97058	7.7	323.48
5.4623	0.94521	16.429	0.99463	7.4	336.81
5.9948	0.94675	17.372	1.0197	7.2	350.46
6.5793	0.94814	18.336	1.0457	7	364.42
7.2208	0.9494	19.319	1.0725	6.8	378.67
7.9248	0.95053	20.321	1.1002	6.6	393.17
8.6975	0.95156	21.338	1.1287	6.4	407.9
9.5455	0.9525	22.368	1.1577	6.2	422.83
10.476	0.95334	23.406	1.1874	6	437.92
11.498	0.95412	24.455	1.2174	5.9	453.12
12.619	0.95482	25.506	1.2478	5.8	468.4
13.849	0.95547	26.56	1.2783	5.6	483.72
15.199	0.95606	27.614	1.3089	5.5	499.02
16.681	0.95661	28.662	1.3394	5.4	514.26
18.307	0.95711	29.702	1.3696	5.3	529.4
20.092	0.95758	30.732	1.3995	5.2	544.38
22.051	0.95801	31.749	1.4288	5.1	559.15
24.201	0.95842	32.748	1.4575	5	573.67
26.561	0.9588	33.727	1.4853	4.9	587.89
29.151	0.95917	34.682	1.5122	4.8	601.77
31.993	0.95951	35.616	1.538	4.8	615.26
35.112	0.95984	36.521	1.5626	4.7	628.33
38.535	0.96015	37.392	1.586	4.7	640.94
42.292	0.96046	38.238	1.6081	4.6	653.07
46.416	0.96075	39.045	1.6287	4.5	664.68
50.941	0.96103	39.823	1.648	4.5	675.77
55.908	0.9613	40.559	1.6658	4.4	686.31
61.359	0.96157	41.266	1.6821	4.4	696.3
67.342	0.96182	41.931	1.697	4.4	705.74
73.907	0.96207	42.562	1.7105	4.3	714.61
81.113	0.96231	43.158	1.7226	4.3	722.94
89.022	0.96255	43.714	1.7335	4.3	730.73
97.701	0.96278	44.238	1.743	4.2	737.98
107.23	0.963	44.73	1.7514	4.2	744.73
117.68	0.96321	45.186	1.7587	4.2	750.98
129.15	0.96341	45.609	1.765	4.2	756.77
141.75	0.96361	46.003	1.7704	4.1	762.1
155.57	0.9638	46.371	1.7749	4.1	767.01
170.74	0.96399	46.71	1.7787	4.1	771.52
187.38	0.96416	47.022	1.7817	4.1	775.66
205.65	0.96432	47.309	1.7842	4.1	779.45
225.7	0.96448	47.573	1.7862	4.1	782.91
247.71	0.96463	47.816	1.7877	4	786.07
271.86	0.96477	48.041	1.7889	4	788.95
298.36	0.96491	48.248	1.7897	4	791.58
327.45	0.96503	48.437	1.7902	4	793.97
359.38	0.96515	48.61	1.7905	4	796.14
394.42	0.96526	48.767	1.7905	4	798.12
432.88	0.96537	48.911	1.7905	4	799.91
475.08	0.96546	49.043	1.7903	4	801.54
521.4	0.96555	49.163	1.79	4	803.02
572.24	0.96564	49.272	1.7896	4	804.36
628.03	0.96572	49.372	1.7892	4	805.58
689.26	0.96579	49.462	1.7888	4	806.69
756.46	0.96586	49.545	1.7883	4	807.7
830.22	0.96592	49.621	1.7878	3.9	808.61
911.16	0.96598	49.692	1.7873	3.9	809.44
1000	0.96603	49.756	1.7868	3.9	810.19
